mymelody_004_pose05.ppm	pink	rabbit	pose05
mymelody_004_pose06.ppm	pink	rabbit	pose06
mymelody_004_pose07.ppm	pink	rabbit	pose07
mymelody_004_pose08.ppm	pink	rabbit	pose08
mymelody_004_pose09.ppm	pink	rabbit	pose09
mymelody_004_pose10.ppm	pink	rabbit	pose10
mymelody_004_pose11.ppm	pink	rabbit	pose11
mymelody_004_pose12.ppm	pink	rabbit	pose12
mymelody_004_pose13.ppm	pink	rabbit	pose13
mymelody_004_pose14.ppm	pink	rabbit	pose14
mymelody_004_pose15.ppm	pink	rabbit	pose15
mymelody_005_pose00.ppm	pink	rabbit	pose00
mymelody_005_pose01.ppm	pink	rabbit	pose01
mymelody_005_pose02.ppm	pink	rabbit	pose02
mymelody_005_pose03.ppm	pink	rabbit	pose03
mymelody_005_pose04.ppm	pink	rabbit	pose04
mymelody_005_pose05.ppm	pink	rabbit	pose05
mymelody_005_pose06.ppm	pink	rabbit	pose06
mymelody_005_pose07.ppm	pink	rabbit	pose07
mymelody_005_pose08.ppm	pink	rabbit	pose08
mymelody_005_pose09.ppm	pink	rabbit	pose09
mymelody_005_pose10.ppm	pink	rabbit	pose10
mymelody_005_pose11.ppm	pink	rabbit	pose11
mymelody_005_pose12.ppm	pink	rabbit	pose12
mymelody_005_pose13.ppm	pink	rabbit	pose13
mymelody_005_pose14.ppm	pink	rabbit	pose14
mymelody_005_pose15.ppm	pink	rabbit	pose15
mymelody_006_pose00.ppm	pink	rabbit	pose00
mymelody_006_pose01.ppm	pink	rabbit	pose01
mymelody_006_pose02.ppm	pink	rabbit	pose02
mymelody_006_pose03.ppm	pink	rabbit	pose03
mymelody_006_pose04.ppm	pink	rabbit	pose04
mymelody_006_pose05.ppm	pink	rabbit	pose05
mymelody_006_pose06.ppm	pink	rabbit	pose06
mymelody_006_pose07.ppm	pink	rabbit	pose07
mymelody_006_pose08.ppm	pink	rabbit	pose08
mymelody_006_pose09.ppm	pink	rabbit	pose09
mymelody_006_pose10.ppm	pink	rabbit	pose10
mymelody_006_pose11.ppm	pink	rabbit	pose11
mymelody_006_pose12.ppm	pink	rabbit	pose12
mymelody_006_pose13.ppm	pink	rabbit	pose13
mymelody_006_pose14.ppm	pink	rabbit	pose14
mymelody_006_pose15.ppm	pink	rabbit	pose15
mymelody_007_pose00.ppm	pink	rabbit	pose00
mymelody_007_pose01.ppm	pink	rabbit	pose01
mymelody_007_pose02.ppm	pink	rabbit	pose02
mymelody_007_pose03.ppm	pink	rabbit	pose03
mymelody_007_pose04.ppm	pink	rabbit	pose04
mymelody_007_pose05.ppm	pink	rabbit	pose05
mymelody_007_pose06.ppm	pink	rabbit	pose06
mymelody_007_pose07.ppm	pink	rabbit	pose07
mymelody_007_pose08.ppm	pink	rabbit	pose08
mymelody_007_pose09.ppm	pink	rabbit	pose09
mymelody_007_pose10.ppm	pink	rabbit	pose10
mymelody_007_pose11.ppm	pink	rabbit	pose11
mymelody_007_pose12.ppm	pink	rabbit	pose12
mymelody_007_pose13.ppm	pink	rabbit	pose13
mymelody_007_pose14.ppm	pink	rabbit	pose14
mymelody_007_pose15.ppm	pink	rabbit	pose15
mymelody_008_pose00.ppm	pink	rabbit	pose00
mymelody_008_pose01.ppm	pink	rabbit	pose01
mymelody_008_pose02.ppm	pink	rabbit	pose02
mymelody_008_pose03.ppm	pink	rabbit	pose03
mymelody_008_pose04.ppm	pink	rabbit	pose04
mymelody_008_pose05.ppm	pink	rabbit	pose05
mymelody_008_pose06.ppm	pink	rabbit	pose06
mymelody_008_pose07.ppm	pink	rabbit	pose07
mymelody_008_pose08.ppm	pink	rabbit	pose08
mymelody_008_pose09.ppm	pink	rabbit	pose09
mymelody_008_pose10.ppm	pink	rabbit	pose10
mymelody_008_pose11.ppm	pink	rabbit	pose11
mymelody_008_pose12.ppm	pink	rabbit	pose12
mymelody_008_pose13.ppm	pink	rabbit	pose13
mymelody_008_pose14.ppm	pink	rabbit	pose14
mymelody_008_pose15.ppm	pink	rabbit	pose15
mymelody_009_pose00.ppm	pink	rabbit	pose00
mymelody_009_pose01.ppm	pink	rabbit	pose01
mymelody_009_pose02.ppm	pink	rabbit	pose02
mymelody_009_pose03.ppm	pink	rabbit	pose03
mymelody_009_pose04.ppm	pink	rabbit	pose04
mymelody_009_pose05.ppm	pink	rabbit	pose05
mymelody_009_pose06.ppm	pink	rabbit	pose06
mymelody_009_pose07.ppm	pink	rabbit	pose07
mymelody_009_pose08.ppm	pink	rabbit	pose08
mymelody_009_pose09.ppm	pink	rabbit	pose09
mymelody_009_pose10.ppm	pink	rabbit	pose10
mymelody_009_pose11.ppm	pink	rabbit	pose11
mymelody_009_pose12.ppm	pink	rabbit	pose12
mymelody_009_pose13.ppm	pink	rabbit	pose13
mymelody_009_pose14.ppm	pink	rabbit	pose14
mymelody_009_pose15.ppm	pink	rabbit	pose15
kitty_000_pose00.ppm	white	cat	pose00
kitty_000_pose01.ppm	white	cat	pose01
kitty_000_pose02.ppm	white	cat	pose02
kitty_000_pose03.ppm	white	cat	pose03
kitty_000_pose04.ppm	white	cat	pose04
kitty_000_pose05.ppm	white	cat	pose05
kitty_000_pose06.ppm	white	cat	pose06
kitty_000_pose07.ppm	white	cat	pose07
kitty_000_pose08.ppm	white	cat	pose08
kitty_000_pose09.ppm	white	cat	pose09
kitty_000_pose10.ppm	white	cat	pose10
kitty_000_pose11.ppm	white	cat	pose11
kitty_000_pose12.ppm	white	cat	pose12
kitty_000_pose13.ppm	white	cat	pose13
kitty_000_pose14.ppm	white	cat	pose14
kitty_000_pose15.ppm	white	cat	pose15
kitty_001_pose00.ppm	white	cat	pose00
kitty_001_pose01.ppm	white	cat	pose01
kitty_001_pose02.ppm	white	cat	pose02
kitty_001_pose03.ppm	white	cat	pose03
kitty_001_pose04.ppm	white	cat	pose04
kitty_001_pose05.ppm	white	cat	pose05
kitty_001_pose06.ppm	white	cat	pose06
kitty_001_pose07.ppm	white	cat	pose07
kitty_001_pose08.ppm	white	cat	pose08
kitty_001_pose09.ppm	white	cat	pose09
kitty_001_pose10.ppm	white	cat	pose10
kitty_001_pose11.ppm	white	cat	pose11
kitty_001_pose12.ppm	white	cat	pose12
kitty_001_pose13.ppm	white	cat	pose13
kitty_001_pose14.ppm	white	cat	pose14
kitty_001_pose15.ppm	white	cat	pose15
kitty_002_pose00.ppm	white	cat	pose00
kitty_002_pose01.ppm	white	cat	pose01
kitty_002_pose02.ppm	white	cat	pose02
kitty_002_pose03.ppm	white	cat	pose03
kitty_002_pose04.ppm	white	cat	pose04
kitty_002_pose05.ppm	white	cat	pose05
kitty_002_pose06.ppm	white	cat	pose06
kitty_002_pose07.ppm	white	cat	pose07
kitty_002_pose08.ppm	white	cat	pose08
kitty_002_pose09.ppm	white	cat	pose09
kitty_002_pose10.ppm	white	cat	pose10
kitty_002_pose11.ppm	white	cat	pose11
kitty_002_pose12.ppm	white	cat	pose12
kitty_002_pose13.ppm	white	cat	pose13
kitty_002_pose14.ppm	white	cat	pose14
kitty_002_pose15.ppm	white	cat	pose15
kitty_003_pose00.ppm	white	cat	pose00
kitty_003_pose01.ppm	white	cat	pose01
kitty_003_pose02.ppm	white	cat	pose02
kitty_003_pose03.ppm	white	cat	pose03
kitty_003_pose04.ppm	white	cat	pose04
kitty_003_pose05.ppm	white	cat	pose05
kitty_003_pose06.ppm	white	cat	pose06
kitty_003_pose07.ppm	white	cat	pose07
kitty_003_pose08.ppm	white	cat	pose08
kitty_003_pose09.ppm	white	cat	pose09
kitty_003_pose10.ppm	white	cat	pose10
kitty_003_pose11.ppm	white	cat	pose11
kitty_003_pose12.ppm	white	cat	pose12
kitty_003_pose13.ppm	white	cat	pose13
kitty_003_pose14.ppm	white	cat	pose14
kitty_003_pose15.ppm	white	cat	pose15
keroppi_000_pose00.ppm	green	frog	pose00
keroppi_000_pose01.ppm	green	frog	pose01
keroppi_000_pose02.ppm	green	frog	pose02
keroppi_000_pose03.ppm	green	frog	pose03
keroppi_000_pose04.ppm	green	frog	pose04
keroppi_000_pose05.ppm	green	frog	pose05
keroppi_000_pose06.ppm	green	frog	pose06
keroppi_000_pose07.ppm	green	frog	pose07
keroppi_000_pose08.ppm	green	frog	pose08
keroppi_000_pose09.ppm	green	frog	pose09
keroppi_000_pose10.ppm	green	frog	pose10
keroppi_000_pose11.ppm	green	frog	pose11
keroppi_000_pose12.ppm	green	frog	pose12
keroppi_000_pose13.ppm	green	frog	pose13
keroppi_000_pose14.ppm	green	frog	pose14
keroppi_000_pose15.ppm	green	frog	pose15
keroppi_001_pose00.ppm	green	frog	pose00
keroppi_001_pose01.ppm	green	frog	pose01
keroppi_001_pose02.ppm	green	frog	pose02
keroppi_001_pose03.ppm	green	frog	pose03
keroppi_001_pose04.ppm	green	frog	pose04
keroppi_001_pose05.ppm	green	frog	pose05
keroppi_001_pose06.ppm	green	frog	pose06
keroppi_001_pose07.ppm	green	frog	pose07
keroppi_001_pose08.ppm	green	frog	pose08
keroppi_001_pose09.ppm	green	frog	pose09
keroppi_001_pose10.ppm	green	frog	pose10
keroppi_001_pose11.ppm	green	frog	pose11
keroppi_001_pose12.ppm	green	frog	pose12
keroppi_001_pose13.ppm	green	frog	pose13
keroppi_001_pose14.ppm	green	frog	pose14
keroppi_001_pose15.ppm	green	frog	pose15
keroppi_002_pose00.ppm	green	frog	pose00
keroppi_002_pose01.ppm	green	frog	pose01
keroppi_002_pose02.ppm	green	frog	pose02
keroppi_002_pose03.ppm	green	frog	pose03
keroppi_002_pose04.ppm	green	frog	pose04
keroppi_002_pose05.ppm	green	frog	pose05
keroppi_002_pose06.ppm	green	frog	pose06
keroppi_002_pose07.ppm	green	frog	pose07
keroppi_002_pose08.ppm	green	frog	pose08
keroppi_002_pose09.ppm	green	frog	pose09
keroppi_002_pose10.ppm	green	frog	pose10
keroppi_002_pose11.ppm	green	frog	pose11
keroppi_002_pose12.ppm	green	frog	pose12
keroppi_002_pose13.ppm	green	frog	pose13
keroppi_002_pose14.ppm	green	frog	pose14
keroppi_002_pose15.ppm	green	frog	pose15
keroppi_003_pose00.ppm	green	frog	pose00
keroppi_003_pose01.ppm	green	frog	pose01
keroppi_003_pose02.ppm	green	frog	pose02
keroppi_003_pose03.ppm	green	frog	pose03
keroppi_003_pose04.ppm	green	frog	pose04
keroppi_003_pose05.ppm	green	frog	pose05
keroppi_003_pose06.ppm	green	frog	pose06
keroppi_003_pose07.ppm	green	frog	pose07
keroppi_003_pose08.ppm	green	frog	pose08
keroppi_003_pose09.ppm	green	frog	pose09
keroppi_003_pose10.ppm	green	frog	pose10
keroppi_003_pose11.ppm	green	frog	pose11
keroppi_003_pose12.ppm	green	frog	pose12
keroppi_003_pose13.ppm	green	frog	pose13
keroppi_003_pose14.ppm	green	frog	pose14
keroppi_003_pose15.ppm	green	frog	pose15
keroppi_004_pose00.ppm	green	frog	pose00
keroppi_004_pose01.ppm	green	frog	pose01
keroppi_004_pose02.ppm	green	frog	pose02
keroppi_004_pose03.ppm	green	frog	pose03
keroppi_004_pose04.ppm	green	frog	pose04
keroppi_004_pose05.ppm	green	frog	pose05
keroppi_004_pose06.ppm	green	frog	pose06
keroppi_004_pose07.ppm	green	frog	pose07
keroppi_004_pose08.ppm	green	frog	pose08
keroppi_004_pose09.ppm	green	frog	pose09
keroppi_004_pose10.ppm	green	frog	pose10
keroppi_004_pose11.ppm	green	frog	pose11
keroppi_004_pose12.ppm	green	frog	pose12
keroppi_004_pose13.ppm	green	frog	pose13
keroppi_004_pose14.ppm	green	frog	pose14
keroppi_004_pose15.ppm	green	frog	pose15
keroppi_005_pose00.ppm	green	frog	pose00
keroppi_005_pose01.ppm	green	frog	pose01
keroppi_005_pose02.ppm	green	frog	pose02
keroppi_005_pose03.ppm	green	frog	pose03
keroppi_005_pose04.ppm	green	frog	pose04
keroppi_005_pose05.ppm	green	frog	pose05
keroppi_005_pose06.ppm	green	frog	pose06
keroppi_005_pose07.ppm	green	frog	pose07
keroppi_005_pose08.ppm	green	frog	pose08
keroppi_005_pose09.ppm	green	frog	pose09
keroppi_005_pose10.ppm	green	frog	pose10
keroppi_005_pose11.ppm	green	frog	pose11
keroppi_005_pose12.ppm	green	frog	pose12
keroppi_005_pose13.ppm	green	frog	pose13
keroppi_005_pose14.ppm	green	frog	pose14
keroppi_005_pose15.ppm	green	frog	pose15
keroppi_006_pose00.ppm	green	frog	pose00
keroppi_006_pose01.ppm	green	frog	pose01
keroppi_006_pose02.ppm	green	frog	pose02
keroppi_006_pose03.ppm	green	frog	pose03
keroppi_006_pose04.ppm	green	frog	pose04
keroppi_006_pose05.ppm	green	frog	pose05
keroppi_006_pose06.ppm	green	frog	pose06
keroppi_006_pose07.ppm	green	frog	pose07
keroppi_006_pose08.ppm	green	frog	pose08
keroppi_006_pose09.ppm	green	frog	pose09
keroppi_006_pose10.ppm	green	frog	pose10
keroppi_006_pose11.ppm	green	frog	pose11
keroppi_006_pose12.ppm	green	frog	pose12
keroppi_006_pose13.ppm	green	frog	pose13
keroppi_006_pose14.ppm	green	frog	pose14
keroppi_006_pose15.ppm	green	frog	pose15
keroppi_007_pose00.ppm	green	frog	pose00
keroppi_007_pose01.ppm	green	frog	pose01
keroppi_007_pose02.ppm	green	frog	pose02
keroppi_007_pose03.ppm	green	frog	pose03
keroppi_007_pose04.ppm	green	frog	pose04
keroppi_007_pose05.ppm	green	frog	pose05
keroppi_007_pose06.ppm	green	frog	pose06
keroppi_007_pose07.ppm	green	frog	pose07
keroppi_007_pose08.ppm	green	frog	pose08
keroppi_007_pose09.ppm	green	frog	pose09
keroppi_007_pose10.ppm	green	frog	pose10
keroppi_007_pose11.ppm	green	frog	pose11
keroppi_007_pose12.ppm	green	frog	pose12
keroppi_007_pose13.ppm	green	frog	pose13
keroppi_007_pose14.ppm	green	frog	pose14
keroppi_007_pose15.ppm	green	frog	pose15
keroppi_008_pose00.ppm	green	frog	pose00
keroppi_008_pose01.ppm	green	frog	pose01
keroppi_008_pose02.ppm	green	frog	pose02
keroppi_008_pose03.ppm	green	frog	pose03
keroppi_008_pose04.ppm	green	frog	pose04
keroppi_008_pose05.ppm	green	frog	pose05
keroppi_008_pose06.ppm	green	frog	pose06
keroppi_008_pose07.ppm	green	frog	pose07
keroppi_008_pose08.ppm	green	frog	pose08
keroppi_008_pose09.ppm	green	frog	pose09
keroppi_008_pose10.ppm	green	frog	pose10
keroppi_008_pose11.ppm	green	frog	pose11
keroppi_008_pose12.ppm	green	frog	pose12
keroppi_008_pose13.ppm	green	frog	pose13
keroppi_008_pose14.ppm	green	frog	pose14
keroppi_008_pose15.ppm	green	frog	pose15
keroppi_009_pose00.ppm	green	frog	pose00
keroppi_009_pose01.ppm	green	frog	pose01
keroppi_009_pose02.ppm	green	frog	pose02
keroppi_009_pose03.ppm	green	frog	pose03
keroppi_009_pose04.ppm	green	frog	pose04
keroppi_009_pose05.ppm	green	frog	pose05
keroppi_009_pose06.ppm	green	frog	pose06
keroppi_009_pose07.ppm	green	frog	pose07
keroppi_009_pose08.ppm	green	frog	pose08
keroppi_009_pose09.ppm	green	frog	pose09
keroppi_009_pose10.ppm	green	frog	pose10
keroppi_009_pose11.ppm	green	frog	pose11
keroppi_009_pose12.ppm	green	frog	pose12
keroppi_009_pose13.ppm	green	frog	pose13
keroppi_009_pose14.ppm	green	frog	pose14
keroppi_009_pose15.ppm	green	frog	pose15
keroppi_010_pose00.ppm	green	frog	pose00
keroppi_010_pose01.ppm	green	frog	pose01
keroppi_010_pose02.ppm	green	frog	pose02
keroppi_010_pose03.ppm	green	frog	pose03
keroppi_010_pose04.ppm	green	frog	pose04
keroppi_010_pose05.ppm	green	frog	pose05
keroppi_010_pose06.ppm	green	frog	pose06
keroppi_010_pose07.ppm	green	frog	pose07
keroppi_010_pose08.ppm	green	frog	pose08
keroppi_010_pose09.ppm	green	frog	pose09
keroppi_010_pose10.ppm	green	frog	pose10
keroppi_010_pose11.ppm	green	frog	pose11
keroppi_010_pose12.ppm	green	frog	pose12
keroppi_010_pose13.ppm	green	frog	pose13
keroppi_010_pose14.ppm	green	frog	pose14
keroppi_010_pose15.ppm	green	frog	pose15
